,year_id,age,waa_pg_1yr,waa_pg_2yr,waa_pg_3yr,team_gp_3yr,inn_pg_1yr,runs_bat_pg_1yr,runs_bat_pg_2yr,runs_bat_pg_3yr,runs_br_pg_1yr,runs_br_pg_3yr,runs_dp_pg_2yr,runs_defense_pg_1yr,runs_defense_pg_2yr,runs_defense_pg_3yr,runs_position_pg_1yr,runs_position_pg_3yr,opprpg_3yr,inn_per_team_gp_1yr,g_c_share_1yr,g_c_share_2yr,g_1b_share_2yr,g_1b_share_3yr,g_2b_share_2yr,g_3b_share_2yr,g_3b_share_3yr,g_ss_share_2yr,g_cf_share_1yr,g_dh_share_1yr,g_dh_share_2yr,g_dh_share_3yr,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6
5732,1.2148974425057992,0.7503173630499015,0.6561816741410699,2.0210517651000584,1.7330898698514985,0.2512709985080668,0.42996834754574637,0.6020024895575664,1.9243543453916678,1.5301245139186594,0.4476310980232952,0.3020453052901759,1.1043794509998592,-0.09562745728229355,0.7606242103817263,0.9487529379161064,0.36774651531835395,-0.573832954108981,0.9483287606801443,-0.8440385337665763,-0.2875737211292126,-0.29067825193078245,2.6769934537864946,1.3296270148719105,-0.3903655788379417,-0.34581422397182116,1.007616174807428,-0.3849858970641233,-0.41146577267147366,-0.09935891029696832,-0.28174830508953996,-0.2694882581276088,1.5866042955598674,1.411187631183345,-0.5480430141431889,-2.5455561844302883,0.44303991851994773,-0.2540498457017806,0.6792891272609166
719,-0.09814673662164247,0.1704756938469135,-1.4706132009452806,-0.8737735510706152,-0.7401767082230387,0.4433034898282184,-1.1067325592246617,-1.1294864896114216,-0.44406181060093974,-0.3707306693340922,-0.3619810272502978,-2.089424743926517,-0.17692024320255037,-0.3156355970838938,-0.09372134341902189,0.6293255115176082,-0.7237817791536529,-0.8370174687744877,-1.2275996135061733,-0.4078666403021519,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.4079151875686799,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,-0.3879510849306907,-0.2605293277655175,0.05284755960126452,-0.2694882581276088,0.02053632654114538,-0.934166917016289,3.2010640278240077,-0.9429620606977245,-1.2710248848529955,0.38751362610414686,-0.8782125921599049
5655,-0.6233644082726192,-0.6992868099575685,-0.6220877554802915,1.7156026816658492,1.3142127866897846,-5.413687495436405,0.059304432635434744,-0.9125080028394785,0.37892911953443653,-0.5150123809765192,3.7824147253314306,2.7298922920506854,0.9794822673112625,-0.8595535310313535,2.4374687453684256,2.8130235263825223,-0.21254353012789817,-0.7124788641218961,-0.8520624521368082,-0.2272882973173049,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,1.339448026732151,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,-1.6857126024149987,-1.1593385268874552,2.0289938324040264,-0.5206515413866045,2.597663856023382,0.15036392846828434,0.24823690099313972
2656,0.5583753529420783,-0.6992868099575685,0.8293719658565474,0.5327772788518427,1.8949718868321082,0.2512709985080668,0.7727792160459869,1.103038240627684,1.1419236840887286,2.3672203565820675,2.1470219848009697,0.7765761836634627,0.6110225923546866,-1.8347184663673453,-2.4987500099247795,-1.2385320279544625,1.3879800503033286,1.4543255706288352,2.1777269282190357,0.736885948975017,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,2.745892152870438,-0.41146577267147366,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,-4.97312771829581,3.8257002918582907,-2.702610162850673,-0.20131704247251994,1.4107290965481578,-0.8306112795836653,-2.9689627839952593
3464,-1.476843124705456,-0.4093659753560745,-0.25391519682744784,1.03124207700946,0.5569394596624151,0.15525475284799098,0.5401780672687155,-1.006895029263315,0.14672691757836046,0.3593664084270406,0.1287478865987167,0.564977294814596,0.4500981966233913,1.3091007734653357,1.3658486320071002,-0.22018175954084568,0.533174531782437,0.6004394915162599,-2.4976908926276793,0.08262304811425504,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,2.7877176697101738,2.5804424591707753,-0.3849858970641233,-0.41146577267147366,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,-0.6612477537093931,-3.1809343681789986,-1.0256364668510534,0.05447797749458292,-1.6602852852383974,0.7674332696992475,-0.14338876001622433
365,0.16446209920384586,-0.4093659753560745,1.8134438072475119,2.1333534835588415,0.42409491946641836,0.2512709985080668,1.0956471644253283,2.733720948835104,3.8456675168164995,1.043900428545096,0.7863633758258973,-0.284957052425233,-0.20278105927364398,-0.1611683436847269,-1.62851583589713,-0.07413364156697483,-0.8632291807393631,-1.0028393552320434,0.7869201907281361,1.3495856153692602,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,-0.41146577267147366,-0.2621281886316071,-0.1500744607637791,0.16375138211073587,-3.5732040387114723,2.3842799418880247,3.142665374834041,-1.9797712957569067,-1.232147637046749,-1.1121290170272935,0.5656041977264736
473,0.23011430816021794,0.1704756938469135,0.9180698636004561,1.6344569902982657,1.3359867741185922,-4.261492547515496,0.6735909151796421,0.6950275737621103,1.6231021499069427,1.4642481638403095,1.3698783749432712,2.552562974005877,1.5295613529184793,0.12614617993746757,-0.37527162757936,-1.103907099490071,0.6932911190742421,0.6503188287441368,0.5454396784846838,1.2194944964592618,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,2.789557082491141,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,-0.41146577267147366,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,-4.289566742679887,-0.09654648845261944,-1.9106483222074004,1.1937419272990424,1.3543797917255576,-0.8344547166732247,3.7406087625199973
1310,-0.3607555724471308,-0.6992868099575685,-0.6627787478327027,0.31918275646848776,-0.13375737732600926,0.2512709985080668,-1.588990866504042,-0.17321839131672936,0.1452020975708597,-0.03208751682295153,-0.9024241762548644,-0.6790030689518234,0.11160696527000856,-0.808512892827345,0.9519758389988261,0.5013279966841676,-0.0883826748194805,-0.5260443638492092,-0.8974175411585052,-0.30466282989338395,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,1.7905167721975608,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,0.22965760524260762,-0.8500443722040256,1.9814148364487238,1.0130420185820468,-0.4033833839943559,0.027040188772294662,-0.2800015393128376
1626,-1.0172776620108517,0.1704756938469135,-0.6350991432298176,-1.2330901461235975,-0.1470171773627885,0.15525475284799098,-1.800370791204617,-0.06788642535135801,-1.006051514835947,-0.10334211491531838,-1.0466409364007137,0.37789170252178,-0.19503163314492042,-0.3234275520352003,-0.04380796518621764,-0.7256488613864964,-0.7342365016365701,0.6274169942156872,-0.7379927913933421,-0.5925471431388946,-0.2875737211292126,-0.29067825193078245,2.4478530922443227,-0.36763088625761187,-0.3903655788379417,-0.11513928901253882,2.7465783589988417,-0.3849858970641233,-0.41146577267147366,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,1.0937664362272983,-1.62249524747003,0.30281915863929504,-2.8228230025699963,-0.06602773323259493,-1.064890356472205,-0.34774105064583183
189,1.149245233549427,-0.9892076445590625,-0.48154838790573457,0.16925034878351175,0.35129152018249005,0.2512709985080668,0.5012839753414643,-1.45647377752716,-0.43369596769718294,-1.2638350078466138,0.844233625447759,1.540338274880729,0.7579493064621532,0.3571429173818698,-0.03330494408031314,1.3824811972736,1.2617304155393019,1.1694933737121238,0.7155274617541271,0.02124393981851453,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,2.745892152870438,-0.41146577267147366,-0.2598568656953688,-0.28174830508953996,-0.2694882581276088,1.8929607942172157,2.131475798234175,-2.5316214126011563,3.810156335920402,2.2549290150104357,-0.6770434990913045,-2.5170423905110693
1735,-0.9516254530544795,-0.6992868099575685,-0.8192802466946495,-2.1377112319282454,-1.5659012135663668,0.2512709985080668,-0.5380628625283281,-1.4964150354268813,-2.395895442226675,-1.4379805702530648,-0.6329699481080693,-1.1136611700879229,0.924547214130681,0.374372232523957,-0.36966739347394156,-0.792600910542964,1.5143806652572185,1.4825256460548766,-1.0922038857541438,-1.4654341080172628,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.36341708170803433,-0.3807831568346929,-0.3877310617788872,2.6662935583805765,-0.41146577267147366,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,3.0790904205732543,-1.0724818741525468,-2.99251847149156,-1.9304308853464338,-0.08708422718244752,0.07519413744405863,-3.150092393050759
5400,1.2805496514621713,0.4603965284484075,-0.049642869846011316,1.4421101808560415,-0.05298625253057037,0.2512709985080668,0.8264308115481729,-0.8185989017688878,0.7593251872511408,-0.5544974936486258,1.3695443983001858,2.1471483443330315,2.730663059588398,0.6143988120774166,0.20442270614780853,-0.06632337433458638,0.16237482970449585,0.564436120566745,-0.08494398363698963,0.9049944636872795,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,1.8271920311061063,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,-1.6174826594082554,-1.2330480975198665,-0.36441669539495924,-0.34498696148382024,4.423413589928737,-0.505521300571228,-0.06670274489815341
2011,0.6896797708548225,1.6200798668543834,0.006387227638541425,0.03413384081913362,1.9508599857887974,0.2512709985080668,0.7019257880088308,0.8936859782829117,0.4853088395077133,2.6117576324170044,-1.3142501584418014,-1.1353942598870748,1.9485390022921998,-0.5962870061897813,-0.5726448008184358,0.28092978489213805,-0.8275566795161124,-0.9040702493060163,0.7889040109149811,0.9479055216993475,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,-0.41146577267147366,-0.3062567485356641,-0.28174830508953996,-0.2694882581276088,-3.1845523991523494,0.5104070928667125,3.315054617699397,-1.3792480099864433,0.24785369549207503,-0.9790470625478341,-0.6023528849853264
5583,0.49272314398570627,0.4603965284484075,0.9872125755248151,0.7536357111020668,1.2353501259710715,0.2512709985080668,0.37936816730535516,1.2015944906933025,1.6786971381368523,2.407321252706349,0.12059077675721382,-0.00894517129837421,1.095136816179667,-0.4612154512930378,-1.657405113931971,-1.869325090374437,0.5297148506596682,0.48868882701393535,1.5520300412887795,0.15590146465817273,-0.2875737211292126,-0.29067825193078245,-0.4356925046985911,-0.42844468727528173,-0.3903655788379417,-0.4078643604803754,-0.40961466068564756,-0.3849858970641233,2.7415036346139376,-0.1272387608397713,-0.19284749299698772,0.02949222276604084,-3.015726913019907,5.021009738913935,-0.4038472314267558,1.4824359029232668,2.0488285074913315,1.5083075871905134,-0.138181218419714
