,g_of,runs_bat_pg_1yr,runs_bat_pg_2yr,runs_bat_pg_3yr,runs_br_pg_1yr,runs_dp_pg_2yr,runs_dp_pg_3yr,runs_defense_pg_1yr,runs_defense_pg_2yr,runs_defense_pg_3yr,runs_position_pg_1yr,runs_position_pg_2yr,g_c_share_1yr,g_c_share_2yr,g_c_share_3yr,g_1b_share_2yr,g_cf_share_1yr,g_of_3yr,g_dh_share_1yr,g_cof_share_1yr,pc_0,pc_1,pc_2,pc_3,pc_4,runs_total_pg,is_train,opprpg_1yr,opprpg_2yr,opprpg_3yr,opprpg,waa_pg_1yr,waa_pg_2yr,waa_pg_3yr,year_id,age,waa_pg
1741,-0.7846319037019801,-0.7353670150440412,-0.5601854933021934,-1.060092738258599,-0.15212140218690262,-0.6437086172089691,-0.26863766185500076,-0.5539414592896246,0.06961346426423548,-0.42203956726466413,0.7356176523384415,0.558138314828725,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,-0.41609778842444917,-0.818268540037492,-0.2895612312681439,-0.6101238970718588,-0.11290964252666698,-2.5707675124642164,-2.6881867719517634,-0.7872372424160361,-1.6389511549144289,0.0756578947368421,1.0,-0.8729057353955387,-1.3804203482797046,-1.2922030956333863,4.13641,-0.8179787715187854,-0.3238352664554413,-1.1107025711772542,-1.3181703083368645,-0.4019809648146976,0.0077631578947368
531,1.516504207685758,0.3952450812827577,1.1374423993987122,0.9915046803635552,0.34478498396168594,-0.3711627573151672,0.11665801400895597,0.17869547556211454,-0.26526958961033564,-1.5054186165784107,-0.7688106745634303,-0.7694852599188187,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,-0.41609778842444917,1.2232375432514981,-0.2895612312681439,1.915189144311491,4.194988566586723,1.861361512098438,0.2590192322659807,-0.25568372812859247,0.3059897313576828,0.0980254777070064,1.0,-1.54656699948204,-1.0483800732130353,-0.5432159701027292,4.0619,0.41920311891491346,0.7456204171295714,-0.08087933879275336,-0.7736820068623291,-1.3223058053115055,0.0109554140127388
1362,1.3680438134026782,-0.4824253744552735,-0.26910904124390406,0.619288329174376,-0.5382980947480502,-1.3008762191689518,0.9672746218096325,-1.8473147588217425,-0.7632164157031984,-1.5713542890235896,-0.5847691702057107,-0.7513825099493805,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,-0.41609778842444917,0.6253679045740081,-0.2895612312681439,1.915189144311491,3.6440611734679407,2.6628305562181507,0.36323904926624356,-1.3283038032175873,-0.7431597967226927,0.0682312925170067,1.0,-0.950115290016039,-0.9355220622061318,-1.344460242267542,4.06217,-1.614570916191616,-0.8940620253007621,-0.18033442118979506,-0.6375599314936952,0.8251188225143797,0.0074829931972789
2268,-0.6510175488472082,0.07958872866997237,0.8024714845363274,0.6621989211887128,-0.9018660976334375,-0.3655236237463246,0.9848654078992732,-1.6918463453900858,-0.04398235134022262,-1.8081298111269275,-1.0677705624213993,-1.0429060589011363,-0.20431818461548928,-0.1146379579069356,-0.21577682387981256,-0.024964145318298218,-0.41609778842444917,1.2669841021791193,-0.2895612312681439,1.4101265360348207,1.0609847177980096,2.5091736960725863,-1.0171978797115808,-1.1179411786494127,-0.6301405164859661,0.1150757575757577,1.0,-0.8665330504643791,-0.7617144567054327,-1.346378815801609,4.11785,-1.2597159630282186,0.3037795626526151,-0.39278236238940006,-1.2501092706525476,-0.4019809648146976,0.0118939393939393
1832,0.7148180785571268,0.0007475150885938211,-0.5251272402335149,0.4760091116215177,2.5603272301878515,0.012983235258937511,0.08772077948812859,0.15056793453759335,-0.5905342878938693,-0.903293578878304,-0.758720613458171,0.04650718217179594,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,-0.41609778842444917,1.004504748613392,-0.2895612312681439,1.915189144311491,1.8105285308129757,2.856919552613112,0.43391756476889587,0.09488682705352867,0.6266728791696189,0.1001923076923076,1.0,-1.1860099661041816,-0.572982880084615,-1.0399586402419023,3.87817,0.25522377354308146,-0.6694599832659681,-0.28789142279376706,-0.8417430445466461,-1.0155308584792362,0.0121153846153846
830,-0.7846319037019801,0.5703303976174884,-1.239660305264815,-1.4653425124292077,-0.8842068922745218,-0.2655456950539648,0.6916252269379674,0.8020304992688969,1.0096596324685487,1.8660913283140441,0.4913004511456504,0.36574943948327066,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4484894040156158,-0.41609778842444917,-0.7016110495638355,-0.2895612312681439,-0.5943406905632128,-1.2349732935845488,-2.4777087817978685,-2.9118312446080505,-1.5696633876943322,-2.875409771745414,0.0196103896103895,1.0,0.4531657318706619,0.32137044576479706,-0.016159838125295953,4.934,0.8719035426932052,-0.5250170356289496,-0.3749236507280114,-0.4333768184407444,-0.7087559116469669,0.0022727272727272
1737,-0.7846319037019801,1.0116016432859174,1.808945213808402,2.5458204829300612,-0.11450321204135044,-1.2003171621082647,-1.5371167983786949,0.8032178573804736,0.5999064722679287,1.4021867412531173,-1.172014245997543,-1.2210214278226752,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,2.4369532827440614,-0.41609778842444917,-0.818268540037492,-0.2895612312681439,-0.6101238970718588,-2.7817811369536973,-0.17912490445574744,-2.1488487259693203,0.8005216483621013,0.796856417418323,0.1524675324675325,1.0,-0.8169472416818404,-0.1656958944106941,0.1683589715136176,4.41052,0.8193380466176113,1.608391341918266,2.569643051391494,1.2681491236671791,0.5183438756821104,0.0157142857142857
529,-0.7846319037019801,-2.0532584875759112,-0.6041861354019987,-2.1342995201037676,1.329643985456774,0.2511911485235757,0.522407531457181,-0.04213978597642439,0.5371956625028295,1.0331181660969428,0.7598714017032603,0.7262856471268753,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,-0.41609778842444917,-0.818268540037492,-0.2895612312681439,-0.6101238970718588,-1.93385914359704,-1.4578881953292533,1.7672142270173603,5.25529641908023,0.14667740428076137,0.020188679245283,1.0,-0.7843464815794595,-0.8972597969918694,-2.4714783005169636,3.87468,-1.6503517828884116,-0.09277219232493226,-1.4125389316488781,-1.5223534213898156,0.5183438756821104,0.0015723270440251
2427,-0.057175971714888654,-0.12283567355454755,-0.27790707792210384,0.7039276607056907,0.9012482938335751,0.41933855028465605,0.28510251124891844,-0.12885826020773108,0.7055701459574568,0.281071029512511,0.24228800824580418,0.4569282292849496,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,-0.29542862232714545,0.21706668791621006,0.028426802392565127,0.18077084665809143,-2.3307907819739597,-0.12211766885851928,1.1505784033555138,1.570891250961234,-0.4746266864912106,0.0335714285714285,1.0,-0.8764344121756023,-0.3797186595694804,-0.06776946619170292,4.303999999999999,0.2946445981589527,0.47701804697646344,0.6637253695277137,1.47233223672013,1.131893769346649,0.0047619047619047
1068,0.9968928276949784,2.281987200048165,1.5573290537615454,1.0840619538933727,-0.5532201365185395,-0.925219477373989,-0.9217967838926178,-1.8309103010209757,-1.7420201342099466,-0.8864825711143278,-1.371826070667825,-1.2624318704314526,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,0.5192988263261394,-0.41609778842444917,1.2378197295607052,-0.2895612312681439,0.9544722263939125,0.9524682276212365,2.37509880211653,-1.659441313797075,0.37535818380844,1.7604246142308035,0.1366459627329193,1.0,-1.0209521597053774,-2.511507878375386,-1.820554264746314,4.16762,0.6631472708103907,0.2145897215676957,0.12985463223804897,-1.5904144590741325,0.8251188225143797,0.0135403726708074
1685,1.620426483683914,-1.2790136189623655,-0.0515790806401653,-0.8599032464507619,2.0406815514207564,1.2230675147659547,0.7854237997138428,-1.6324543017491984,-0.15845680861233802,0.5453003235490984,0.648547923931728,0.639564432789067,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,2.721300530105452,1.5294634557448465,-0.2895612312681439,-0.6101238970718588,-4.54018126511435,3.370970023457295,1.6495863298521345,-0.3632675716465484,-1.7986868382590762,-6.172839506190034e-05,1.0,0.23143842972038647,0.5328134614730957,0.44381816666731555,4.86675,-1.4473304259160966,-0.06333022768949324,-0.25437734701362896,0.8597828975612776,-0.7087559116469669,-0.0008641975308641
718,-0.7846319037019801,0.4794534980103109,0.5570584732780077,1.0530563739471512,-1.114403388079259,-1.014364583092911,-0.4652773752959241,-0.32279341843202847,0.12415200777819908,0.1108128330755821,-1.9307125402334993,-1.737780950950289,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,0.8860876713889507,-0.41609778842444917,-0.818268540037492,5.8712004789454735,-0.6101238970718588,-1.7045647139221505,0.2092086208625314,-3.428935691730621,1.5380955134195722,2.8430389875706688,-0.0248175182481751,1.0,0.605478168407147,0.1281062252496626,-0.32322753225274925,4.57865,-0.5176808065051238,-0.06702720165791552,0.46260099821401324,1.676515349773081,1.4386687161789184,-0.0006569343065693
1861,-0.7846319037019801,-0.7450501814332815,0.9625411339794963,-0.9354740214191244,0.7636081338794595,1.0696360352172696,1.2666945428126788,0.7536872424361736,1.4225715348312262,-0.48311255021154076,0.7119908027631143,0.68990269794318,-0.20431818461548928,-0.2100245627259942,-0.21577682387981256,-0.4664114082812038,-0.41609778842444917,-0.818268540037492,-0.23713929093639657,-0.6101238970718588,-0.36153242412003983,-2.0695636436182774,1.9100838964259723,3.9692805057449556,-2.063988256762052,0.1164102564102562,1.0,1.197663865646504,0.6443454330428329,1.3747340275658935,4.85895,-0.11851017027891081,1.6835089819252924,-0.8795164943682127,0.9278439352455945,-0.4019809648146976,0.0118589743589743
