,runs_total_pg
4684,-0.1316190476190475
3472,0.1615053763440861
5434,0.1081081081081082
979,0.0785925925925924
4297,-0.034873949579832
3465,0.0603571428571428
4241,0.1150000000000001
1527,0.0969090909090908
4913,-0.0592982456140349
3231,-0.1868224299065419
4643,0.0275206611570249
1205,0.1497452229299362
1978,-0.1014414414414414
1390,-0.0126618705035971
314,-0.0812676056338027
5120,0.1551265822784809
4184,0.0570338983050848
2074,0.0718018018018017
2647,-0.1605109489051093
2760,-0.1004477611940298
3513,0.0317647058823528
4683,-0.142
5125,0.0213043478260868
2847,-0.0089763779527559
1533,0.0235416666666667
2085,0.0947747747747748
5066,-0.1960283687943262
1876,0.0356028368794325
5071,0.3577397260273974
2986,0.0075
3966,-0.0936842105263158
4001,-0.0419852941176471
154,-0.1574380165289254
5401,0.3340579710144926
1185,0.0636666666666665
336,0.2418918918918917
5373,0.1692708333333332
836,0.0402580645161287
733,-0.0101948051948054
1317,0.1565822784810126
927,0.3746753246753245
5678,0.1318620689655172
1003,-0.0566942148760329
2133,0.0079220779220777
2271,0.0549305555555554
1415,0.0727388535031847
4637,-0.0897452229299363
5028,0.0948101265822786
5081,0.1187804878048782
3848,-0.0741333333333333
941,-0.1754676258992805
1520,0.0401923076923076
1013,0.0523376623376624
3790,0.1795918367346937
2829,0.2013071895424835
3756,0.0969747899159663
4910,0.1061538461538458
4481,0.0506086956521739
1164,0.2355999999999999
2001,0.0621379310344827
2064,0.0344094488188976
1843,0.0537837837837837
5235,0.1316153846153846
2009,-0.1106521739130434
5267,0.2077037037037035
2630,-0.0487288135593218
2492,0.2252941176470587
2116,0.1695535714285715
3094,0.0776978417266185
192,0.0284615384615384
5685,0.0445744680851065
3269,-0.0738636363636364
4165,0.0816666666666667
2686,-0.0066165413533835
3252,-0.1368932038834951
2175,-0.0768907563025212
1851,0.0727096774193546
22,-0.0134965034965033
1152,0.2208387096774193
5375,0.256103896103896
5346,-0.1492156862745096
3501,0.1375949367088608
1092,-0.0463013698630137
2688,0.1146874999999999
641,-0.0341284403669725
4901,0.0241614906832299
4847,0.2578
4950,-0.0625342465753425
795,-0.0546103896103895
3379,0.0331746031746031
164,-0.05984496124031
1640,0.2604938271604938
2770,0.0946527777777773
4530,0.0506172839506171
1943,-0.1093037974683544
4947,0.2605263157894736
3492,0.0099186991869918
2824,0.2876129032258063
5173,-0.1156737588652481
2837,0.1399999999999999
4720,-0.1498039215686273
5557,0.1142675159235666
3471,-0.11010101010101
4459,-0.1099999999999999
5450,0.0942519685039371
418,-0.0695575221238937
2706,0.2333653846153847
1233,0.0320769230769231
1627,0.1405714285714286
5548,0.0987037037037038
2323,0.0611594202898553
1625,0.0789344262295083
4764,-0.0153398058252425
514,-0.0645270270270271
4124,0.1164963503649634
2468,-0.1725925925925923
4692,0.0119230769230767
635,0.1114814814814816
1058,0.2038405797101448
5229,-0.0080800000000001
1320,0.057581699346405
2310,0.4002666666666666
1863,0.1030864197530864
2957,0.1716339869281045
319,-0.1019580419580419
4175,0.1524675324675325
2628,-0.007687074829932
2751,0.1910526315789472
4104,0.1458865248226948
5404,0.1455434782608696
2927,-0.0862091503267974
4213,0.1097452229299364
2287,-0.0074657534246575
3798,0.16475
591,0.0368932038834952
2782,0.1465942028985506
5226,-0.0502205882352942
2623,0.0445569620253167
3995,-0.0463870967741935
4895,0.3651773049645389
2699,-0.002061855670103
999,-0.049074074074074
408,0.1707236842105262
5587,0.0713669064748201
5478,0.1085987261146499
5505,-0.0522656249999999
2418,0.0888571428571429
5541,-0.0161643835616439
650,0.1625786163522012
2918,-0.013740458015267
1273,0.1205228758169933
2745,0.1117777777777777
5151,0.5010691823899368
3842,0.0901986754966886
375,0.202483660130719
2902,-0.0244915254237289
3396,-0.297462686567164
3386,0.1465562913907284
515,0.3262264150943396
2523,0.01616
3260,0.0935051546391751
2451,0.044909090909091
3870,-0.0703125
1417,0.2572566371681415
4444,0.6066216216216215
1913,-0.03225
3023,-0.1688235294117647
2998,0.0437500000000002
4812,-0.2230967741935482
740,-0.0925324675324675
2649,0.289220779220779
2329,-0.0416666666666667
3441,0.0786274509803921
295,0.1437254901960784
4970,0.0597278911564625
233,0.0478321678321678
2005,0.2305769230769229
2379,0.2794326241134753
4825,-0.173934426229508
1401,0.1302597402597401
2933,0.3343511450381677
4097,-0.1764748201438849
2242,-0.0844347826086956
3670,0.0575657894736841
471,0.0605673758865249
1948,-0.0443181818181819
182,0.1506993006993006
1936,0.146375
2607,0.1018518518518519
1686,-0.1069230769230771
4088,0.0178378378378376
4477,-0.002695652173913
4532,0.0491411042944786
1403,-0.015320512820513
5206,0.4475471698113205
1382,-0.0778512396694215
3208,0.0463636363636364
3125,-0.2157042253521124
583,-0.1790983606557377
4381,0.0872839506172838
2107,0.072396694214876
5391,0.2111926605504586
2539,0.0054304635761588
5472,0.2835365853658536
600,0.0331858407079646
3476,0.0655462184873949
283,0.2148275862068963
315,-0.0412499999999999
5234,0.2440259740259738
5305,0.0270512820512821
5270,0.1235460992907798
1916,-0.0573451327433628
3576,-0.1085470085470085
4550,0.0424999999999999
3474,0.0090756302521008
132,0.0541496598639455
2087,-0.0740689655172414
4117,0.1068852459016392
3633,0.1719463087248321
5169,-0.0219875776397517
793,-0.0407482993197279
1911,-0.0355371900826445
1839,-0.0368493150684932
2705,0.1864968152866243
3187,-0.0016129032258064
406,-0.0680451127819548
5129,0.3346762589928055
3082,0.1735714285714286
221,0.1498639455782312
4527,0.215092024539877
654,0.0691719745222929
2102,-0.13
3655,-0.0609150326797386
3611,-0.1198571428571428
4798,0.266695652173913
2043,-0.1115894039735098
2374,0.0544897959183671
4181,-0.1359829059829058
1110,-0.0672357723577235
3333,0.1581355932203388
2501,0.0985625
1941,0.1549358974358976
1349,-0.0599253731343283
598,-0.0281944444444443
4965,-0.0226573426573423
4526,0.36225
4257,0.1713970588235294
4114,0.1297333333333333
1244,0.1637662337662335
3459,0.0038686131386863
4919,0.0905517241379311
4662,0.1224175824175822
3283,-0.114228187919463
4170,0.4374683544303798
3697,0.150322580645161
5413,0.0896999999999999
5449,0.0737777777777776
632,0.1368309859154929
1494,0.1803174603174601
4802,0.281081081081081
4512,0.1416666666666666
2040,0.0715972222222221
1309,-0.0796581196581196
2234,0.0374264705882353
92,0.2722641509433963
1692,0.0240441176470587
491,-0.0509756097560976
1191,-0.0322839506172837
1820,0.0716326530612246
2252,-0.0705405405405405
4710,0.0132575757575759
366,-0.1567096774193547
2996,0.1023809523809523
775,0.0316806722689075
1993,0.1665806451612902
3204,0.1978991596638657
1311,0.0227464788732393
2235,0.0408547008547008
2032,0.2013432835820894
3225,-0.0172666666666668
1228,0.1269032258064517
135,-0.0617006802721089
3169,-0.0161875000000001
2156,0.0327631578947368
2093,0.0409302325581392
4201,0.265486111111111
727,0.0494615384615384
2390,-0.0014942528735631
1565,-0.2951428571428573
4015,0.050503597122302
5348,-0.0617532467532467
1824,0.123229813664596
2533,0.0824999999999998
4155,0.1472955974842764
4988,-0.0181333333333333
3371,0.0244520547945208
4392,0.2259420289855071
2150,0.0899137931034483
4012,0.2087417218543048
4849,-0.0205555555555553
4759,0.0632467532467534
1951,0.1274626865671642
3323,0.1128260869565218
1149,0.1005333333333332
4472,0.1940277777777777
5080,0.2246258503401362
1786,-0.0205785123966943
4762,0.1863522012578616
4552,0.0825384615384613
2021,0.3206832298136645
1483,0.0928333333333333
4677,0.1367105263157893
3606,-0.054344262295082
1856,0.2065734265734265
3762,-0.0434375
3618,0.0643697478991598
4790,0.2985806451612903
3292,0.191360544217687
1682,0.188
2405,-0.0977622377622378
2173,-0.0267625899280577
5199,-0.1718115942028986
2018,0.102911392405063
5327,0.0738938053097345
396,0.2524468085106382
4358,-0.1228703703703703
1999,0.1220496894409935
2994,0.29354609929078
1488,-0.0434351145038167
4188,-0.0013636363636362
5189,-0.1085815602836881
5544,0.0604347826086956
4186,-0.0331851851851851
561,-0.0147133757961782
1972,0.0524074074074075
2208,-0.1295762711864407
2434,-0.0536942675159234
3996,0.0634645669291338
2637,-0.0191338582677166
32,0.0690277777777777
104,0.0193788819875777
3374,0.2984892086330937
3580,0.5823287671232874
5286,0.2283552631578946
3040,0.1269285714285712
5105,-0.0720833333333334
4863,-0.1575781249999999
4601,0.129076923076923
4761,0.1575838926174498
5539,0.0109219858156029
2548,-0.0550649350649351
1965,0.0933783783783781
1067,0.1433333333333333
213,-0.0358558558558557
3917,-0.1343617021276595
271,0.1385365853658537
1753,0.0823140495867768
1678,0.0821568627450979
273,-0.0467543859649124
2118,0.2541134751773048
1512,0.1919718309859154
3267,0.1245390070921984
2911,0.1325688073394494
2496,0.0922972972972973
3999,-0.1008620689655174
3177,0.0419135802469135
4461,-0.12765625
4382,0.0781481481481481
4839,-0.1693430656934305
3854,0.0183206106870228
585,0.0753676470588236
1628,0.1257763975155278
2255,0.0522368421052629
4657,-0.0745161290322581
2207,0.1537414965986394
1338,0.0895833333333334
4311,0.2911564625850338
883,-0.0436734693877548
1210,0.2265
4517,-0.0542962962962963
620,0.251640625
4545,0.09015873015873
5552,0.2334751773049644
520,0.4369642857142857
1127,0.1779865771812079
2325,0.1134666666666666
2664,0.4623880597014925
2771,0.1724031007751935
5647,-0.1770068027210882
3784,0.135390625
2931,0.2476999999999999
882,0.0896460176991151
1051,0.0754838709677419
5646,-0.2462820512820511
2672,-0.1535869565217388
3955,-0.0111805555555555
2683,-0.0768674698795182
3698,0.1373885350318469
171,0.03625
3911,0.1665359477124181
1879,0.0585234899328857
1648,-0.0835403726708074
1583,-0.0733076923076923
3815,-0.0481343283582088
5070,0.2530496453900709
4633,0.0310738255033557
3175,-0.0170886075949366
30,-0.0049999999999999
1000,0.0193197278911565
2955,0.0667142857142856
4925,0.1486206896551724
2562,0.0730065359477124
1400,0.1394936708860757
3622,0.0809756097560975
1635,0.023302752293578
518,0.4662142857142856
5222,0.0754198473282442
4544,0.1376582278481011
4801,0.1131249999999998
289,0.1283185840707963
4334,0.1193464052287579
586,-0.0315384615384616
4020,0.1548780487804879
1591,0.1258823529411762
3743,-0.117007299270073
3002,-0.0663358778625954
117,0.1677215189873417
1353,-0.0027407407407407
52,0.066448598130841
5141,0.0174342105263155
4417,0.0091891891891891
4263,0.1704807692307691
943,-0.2126751592356686
2966,0.0680645161290323
163,-0.0525563909774434
1924,0.3720125786163521
1129,0.1767924528301885
4079,-0.3336805555555553
3486,0.3718115942028985
4279,0.1254838709677418
4598,-0.0939805825242718
930,0.2895302013422818
3889,-0.1433802816901407
3887,0.0772727272727273
5220,-0.128
4501,0.1736708860759493
629,0.0972173913043477
3674,0.2035099337748346
4693,0.0413385826771653
4266,0.1477304964539005
2929,0.3420325203252031
1118,0.0059322033898305
3126,-0.0351304347826086
5243,-0.0788349514563106
4986,-0.0035245901639343
5350,-0.1363013698630137
5431,0.155032258064516
4649,0.5416666666666664
3301,-0.1474257425742572
356,0.2135443037974684
832,0.1023913043478258
3185,0.1527586206896549
5487,-0.1281999999999999
218,0.0461842105263158
141,-0.0635074626865672
2969,-0.0114864864864864
2285,0.0297999999999999
3604,0.0063281249999999
5336,0.0378358208955224
1259,-0.0346456692913386
729,0.1390833333333334
4775,0.1118796992481201
4704,0.1029268292682925
1538,0.1618493150684931
4641,0.1092405063291138
4194,0.3297999999999998
3705,-0.0531967213114752
1131,-0.0797202797202797
781,-0.2538541666666665
4510,-0.0805555555555554
3254,0.113611111111111
1026,-0.0646206896551724
2516,-0.1522018348623851
243,-0.0202684563758388
2341,0.2385714285714283
3938,0.1766666666666664
3331,-0.0656701030927834
500,0.1969117647058823
4815,-0.0008695652173911
4233,0.0803875968992246
4455,0.2399999999999998
777,0.1119375
4126,0.1388811188811191
1804,0.0718238993710692
144,0.1769178082191779
3188,-0.0918584070796459
1287,-0.1915625
4804,0.0164
5197,-0.0309219858156028
5369,-0.1958653846153844
4607,0.0983823529411763
5187,0.0308904109589039
3401,0.0739516129032258
3180,-0.1007692307692306
4442,-0.0241353383458645
5249,-0.195185185185185
3071,-0.01718954248366
656,0.0078749999999999
2508,-0.0838732394366197
1005,-0.0179166666666667
2636,0.0411711711711711
436,-0.0035294117647057
394,0.1375524475524473
3867,-0.040090909090909
4870,-0.1292753623188406
2767,0.0051282051282049
2101,0.0215044247787609
1001,-0.089078947368421
1592,0.0258156028368795
301,0.1943708609271522
1029,-0.0799212598425196
2949,-0.1226950354609928
2236,-0.0677037037037038
3394,0.0272549019607843
2183,-0.0104950495049506
2731,-0.0033834586466165
380,0.1018749999999999
5665,-0.166017699115044
3680,0.0539751552795032
4141,-0.0118181818181817
1277,-0.1124778761061946
2669,0.0190298507462686
4030,0.0467226890756301
3209,0.0792783505154639
3832,0.114041095890411
2867,-0.0069032258064514
3237,-0.1233582089552238
2909,-0.0726
23,0.0463057324840764
2759,0.0841721854304635
3306,0.2147297297297297
2887,0.1548648648648648
4426,0.071225806451613
888,-0.0710273972602738
5549,0.0957142857142858
4476,-0.0413178294573641
2030,0.0706802721088435
1691,-0.0392920353982301
623,0.2167415730337076
245,-0.1063559322033896
1037,0.0414012738853504
2267,-0.0108843537414965
4317,0.0183892617449665
5036,0.1260493827160492
818,-0.009078014184397
3375,0.3771612903225809
1040,0.1111194029850743
2641,0.1259999999999999
385,0.1957692307692306
809,0.2833540372670807
4500,0.181772151898734
884,0.0832432432432433
4564,0.0026213592233009
3096,0.1241772151898733
8,0.2049999999999999
4029,0.0430232558139533
3948,0.3340251572327042
2915,0.2929870129870128
4908,-0.0967924528301886
3673,0.2199999999999997
2775,0.0437062937062936
4658,-0.1152713178294572
1973,0.071742424242424
2449,-0.0302797202797203
2890,0.0052447552447552
