,0
2021,0.014955473828516282
2334,0.005119802463114284
167,0.001412120372934534
1070,-0.003402109704641316
4349,-0.0026440816497611003
204,-0.009236203147206398
5277,0.030483098304402146
3465,0.011077222399295752
1468,0.005923719787862949
841,0.0062037037037036835
5732,0.026295751633986866
719,-0.008877556019203316
5655,0.014553277515385736
2656,0.020812202075493152
3464,0.012157146610651781
365,0.03213961091319575
473,0.025406557173074468
1310,0.004140530186720466
1626,-0.0031217006033182003
189,0.005888898244159582
1735,-0.012153446477851
5400,0.0141630591630591
2011,0.012577770077770065
5583,0.0214532694811024
4311,0.019703199463957533
3678,-0.0022333465654040667
5366,-0.0025593981761555837
1617,0.0033925059681082833
2283,0.005475653892798801
4803,-0.008670034055680233
5076,0.0004616185839207
683,0.0004768047569905333
1249,0.00460272536687625
3061,0.024226624040453767
2915,-0.00011344284868271676
2977,-0.009111733174630668
612,-0.0017820076748647675
2058,0.011073089700996632
4205,-0.011367979512539718
5189,0.015484041044034433
2429,0.006031288742556334
2026,-0.002187301587301583
521,0.042205187298146506
2243,0.002897123421186167
2468,0.024335112555117153
3046,0.0059513118363199
4234,0.017049103582820666
3718,0.03059436749628772
4949,0.015527553763440782
2789,-0.0025667850667850504
5785,0.0084053698392114
5685,-0.006129201120614866
4652,0.014511067144881899
5504,-0.00022630579297241703
4541,-0.004603690787561717
874,0.01231301958574045
5386,0.008377950920653866
2418,-0.0017278870600829336
4844,0.014629782634631315
1442,-0.01412245557804767
4775,0.00734029276875825
5533,0.009058167709483433
3950,0.010557428113801767
4428,0.012612956562553299
187,-0.010059860476769532
5095,0.019098104650665283
1829,0.008978836355018383
3117,0.033304409525120066
96,-0.0009823020117138166
973,-0.0147679545107908
5157,0.0026658012495778334
2834,0.006944892850458549
5610,-0.0020316206165597503
3160,0.0072438996171483834
2815,0.018187118778561683
4523,0.024062483721414733
3447,0.010485880778766886
5740,-0.00976887684898515
5160,-0.007932754182754168
1262,0.014423439592576701
824,0.00597149553084805
4373,0.008390365820002117
4810,0.010320665599830534
48,0.009158090332109734
201,0.018093641819563633
4329,0.029839018326069885
4585,-0.004760893045878167
2863,-0.0004148480738670494
2706,0.013110589871306333
5153,0.010755768583092998
1817,-0.0011047149122806665
2729,0.040203315807326986
2558,0.012020605343586682
4443,-0.012116503866503819
2162,0.019941496331236864
4346,0.005236568584394654
367,0.009679370345303234
2649,0.0011935513104394
642,0.03253090098675773
2970,-0.0049126038790467666
4725,0.00787311546111945
1687,0.006017064048620784
5323,0.04213878626614472
3017,-0.0022528350778612
723,-0.004807056816970483
3022,-0.0037401539563193336
4872,-0.0036065320621354664
533,0.025271140609636148
4587,-0.01233535418215865
5708,0.025362190247801734
2655,0.025628567038706297
5186,-0.0033298983705217166
766,-0.0048083213083212496
3394,0.022930559986864604
3282,0.007301272942776017
5053,0.01578100609613208
1596,-0.004443986928104567
4874,0.0217554585725144
4579,0.0019364645082839335
1332,0.002931616039133967
4180,0.0071197326278529495
5317,-0.0012210507239642674
4802,0.004016749481633083
402,0.031496970771164264
0,0.03502321046436487
2433,0.011079716894872768
1387,0.007705789235640016
1313,-0.006487175682314001
2320,-0.0013211142542825498
4141,0.012988364726175665
3878,0.009219344699905268
172,-0.0006254063154307668
1306,0.008668175720992566
2962,0.0001760563380281836
297,-0.014483279663737381
4841,-0.007924884066475416
4154,-0.008013625203167634
4986,-0.0003629180967763329
14,0.025115355536320313
3990,-0.00967970098496045
391,0.0033145590425339
5620,0.011009980261053034
2823,0.008017721960579033
4517,-0.0036321684650885504
1787,0.013301938301938232
867,0.02003672116659297
1075,0.015340720541343751
5474,-0.0025657131011608673
581,-0.004037435833465633
4659,-0.0027031009260610663
1837,-0.0005036016614964003
2455,-0.007172861924090283
2187,0.0046153846153846175
108,-0.0023828334549826006
4892,0.02401368418890003
2576,0.004398447823827079
1529,-0.004328123401976916
2697,0.0103778255034851
2340,-0.002405153137763717
2927,-0.0070362959782453
859,0.025817999528190517
196,0.006958541898405601
3512,0.007237252922123717
3427,0.0015053436147186
3093,0.02067304282374735
644,0.05189328900266398
1672,0.0025916589637938834
435,0.02123416130489845
2923,0.03359047678900613
5064,0.013233646738626115
4796,0.00835247459849225
4128,0.007484104603327983
1801,0.0207095739654846
2104,0.0089423670752784
1066,0.00173255451337645
2519,0.010769416421654932
5793,0.0004269413339825
3045,0.008294469479953282
792,0.013429325385336551
596,0.01567252942843805
4433,0.0067867336808140845
767,-0.007437665343915316
1764,-0.0060471860851158505
4079,-0.008401930752807884
2867,-0.00893016350835635
4599,0.013910976729944817
81,-0.016397233201581
4040,0.022708693000930497
697,-0.005938143971038669
2250,0.0027152535811071667
1279,0.011666403154681482
409,0.01364263770024135
3726,0.007648369842078448
4170,0.009073045001579468
3053,-0.02123005698005695
2943,0.0031464392244593665
2627,-0.003818115310841783
3325,-0.009604156623279217
1294,-0.003313893911995184
2227,0.004391801801801798
4378,0.0017791833579309498
2601,0.0010549553012998332
3294,0.009324023219211816
1484,-0.0035109336449812
2833,0.010475172443951774
5102,0.0027666666666667163
3218,0.022118347055591115
4860,0.0042630087122567835
322,0.0063882925253421164
5509,0.01553258753127223
5082,0.028820208774410497
3588,-0.0014925602312118498
4753,0.03905905172413789
932,0.04042350302027717
1930,0.03775414874931856
3217,0.013618755139584769
1449,0.006571368446368416
5550,0.0147300652638594
2505,0.004777836012112767
4907,0.01631967388489125
1552,0.012253836347456833
1234,0.0022660294703305338
2226,-0.008437635135135116
5398,0.010275979728034483
5394,-0.010798581999655783
3041,-0.007956464525831533
3775,0.009002758577451751
4466,0.006415040137123765
220,-0.003121138030864734
2440,-0.0024453795765729336
3186,0.011673171022795048
2893,0.013777918522670666
1112,0.011226884226884183
4350,-0.0031915220610836174
4242,0.009881585781060616
123,0.008379825705216866
2703,0.007661351478447
2133,-0.014299061283433216
1316,-0.005461719712039383
3478,-0.00048812945810711655
1251,0.00036951113729723336
5070,0.005043631910816234
5614,0.038410336185290765
319,-0.008255603499940067
1464,0.01055422852001795
1006,0.008315028605146333
2528,0.0021349539194366663
3947,0.0051217852871405165
848,-0.009979245568853167
3183,0.009514893117218683
5480,0.0060379682904999
3254,0.022234990120078985
2043,0.015331636651062616
4702,0.012752983880890816
965,0.0016480170792815163
404,0.025605023322414582
150,0.008559056454699183
4997,0.023250677506774998
5092,0.0055008258375215495
1034,-0.01634212779071355
2957,-0.0005432535183085333
1437,0.01111432238647425
4676,0.00714928420018025
1530,0.016194083694083653
1290,-0.0014504978205047668
4194,0.0194481036950299
4876,0.003081404320987634
3607,0.007198400535613884
1253,0.00071313621406095
5004,0.010056890212981682
3089,-0.006511393233529416
1341,-0.0042867418938582836
1913,0.0005798854254886835
942,0.01661815811506712
3790,0.003656569283177083
4565,0.003961987665112651
1606,-0.0010447025979137166
3133,-0.0028393240313770163
4282,0.004519061967218616
2208,0.007856744234161618
4488,0.0061242456464598504
4821,0.005398994394701034
1453,0.030893902273036584
5281,0.009360873252705734
3580,0.017438084755090767
3018,-0.004852365762892066
1878,0.0007670514442336333
26,-0.0041174168666341165
3011,-0.0004550590384445168
21,0.00903058186662605
863,0.0026063444975448166
4932,0.012775749215622585
1771,0.021673339665511906
4018,0.011428900592495001
3867,0.015005435204596566
3569,0.0009888548915501334
468,0.011502571037430284
925,0.0022728806208885343
5647,0.012781640730106432
422,0.03230918312444334
915,-0.006188370504403633
2213,0.010859658852873733
3436,0.015245470168743766
3860,0.02055124951588895
3335,0.019966585962068784
5109,-0.00024109686609686686
39,0.01703978494623654
3619,-0.006219784473196033
215,0.024140908523143465
3344,-0.005446150684256267
5457,0.010923970751698318
4104,0.019909678270042166
2451,-0.005323352916636433
4548,0.04085390946502054
3120,0.0090873397435897
2872,0.014732006165206799
333,-0.007157302271087317
575,-0.004683783306403682
