,waa_pg
4128,0.0123225806451612
1801,0.01
2104,0.0122105263157894
1066,-0.002429906542056
2519,0.0181818181818181
5793,0.0031372549019607
3045,0.0032374100719424
792,0.0184472049689441
596,0.0043537414965986
4433,0.0155625
767,-0.0152252252252252
1764,0.0055555555555555
4079,-0.0032824427480916
2867,-0.0116883116883116
4599,0.0266406249999999
81,-0.0122480620155038
4040,0.0266666666666666
697,0.0030833333333333
2250,-0.02015625
1279,0.0162337662337662
409,0.0263120567375886
3726,0.0028846153846153
4170,0.0028169014084507
3053,-0.0076595744680851
2943,-0.0246031746031746
2627,0.0017647058823529
3325,-0.0131067961165048
1294,-0.0035433070866141
2227,-0.0097260273972602
4378,-0.004776119402985
2601,0.0034782608695652
3294,-0.0010062893081761
1484,0.0032467532467532
2833,-0.0073287671232876
5102,0.0117567567567567
3218,0.004
4860,0.0002941176470588
322,-0.0078873239436619
5509,0.0227631578947368
5082,0.0088888888888888
3588,7.352941176470589e-05
4753,0.0608823529411764
932,0.0180263157894736
1930,0.030258064516129
3217,0.026038961038961
1449,-0.0039333333333333
5550,0.0088970588235294
2505,0.0104999999999999
4907,0.0125
1552,-0.0086324786324786
1234,-0.0166363636363636
2226,0.0179054054054054
5398,0.0289393939393939
5394,-0.0127522935779816
3041,-0.0047058823529411
3775,-0.0064661654135338
4466,0.0074149659863945
220,-0.0076190476190476
2440,0.0192857142857142
3186,0.0213768115942029
2893,0.0220588235294117
1112,0.0043624161073825
4350,0.0078625954198473
4242,0.009090909090909
123,0.0098113207547169
2703,0.015125
2133,-0.0182222222222222
1316,0.0135185185185185
3478,0.0124528301886792
1251,0.0074050632911392
5070,0.017090909090909
5614,0.0139047619047619
319,-0.0100636942675159
1464,0.0120645161290322
1006,0.0077037037037037
2528,0.0099166666666666
3947,-0.0062135922330097
848,-0.0198461538461538
3183,0.0459863945578231
5480,0.0056050955414012
3254,0.0028571428571428
2043,0.0149668874172185
4702,-0.0101941747572815
965,-0.0091891891891891
404,0.016013986013986
150,0.0180821917808219
4997,0.0103448275862068
5092,-0.0023880597014925
1034,-0.0282692307692307
2957,0.0013986013986013
1437,0.0131818181818181
4676,0.0037162162162162
1530,0.0035616438356164
1290,0.0002189781021897
4194,0.0004761904761904
4876,0.0165492957746478
3607,0.0140697674418604
1253,-0.0059130434782608
5004,0.0413475177304964
3089,-0.0037333333333333
1341,-0.000820895522388
1913,-0.0001
942,0.0059310344827586
3790,0.0057258064516129
4565,-0.0151785714285714
1606,0.0078481012658227
3133,-0.0063716814159292
4282,-0.0032592592592592
2208,-0.009375
4488,-0.019453125
4821,0.0070987654320987
1453,0.025929203539823
5281,0.000506329113924
3580,-0.0051538461538461
3018,-0.0133333333333333
1878,0.00352
26,0.0040983606557377
3011,-0.00152
21,0.0167948717948717
863,0.0048507462686567
4932,-0.0013103448275862
1771,0.0282191780821917
4018,0.0210989010989011
3867,0.0178571428571428
3569,-0.0011504424778761
468,0.0135802469135802
925,0.003875
5647,0.009274193548387
422,0.0175657894736842
915,-0.0013286713286713
2213,0.0197222222222222
3436,0.0214473684210526
3860,0.0014814814814814
3335,0.0230136986301369
5109,0.003774834437086
39,-0.0104225352112676
3619,-0.0167320261437908
215,0.0098101265822784
3344,-0.0033802816901408
5457,-0.0116556291390728
4104,0.0213235294117647
2451,-0.0031578947368421
4548,0.0367080745341614
3120,-0.00176
2872,0.0256637168141592
333,-0.0063779527559055
575,0.0011971830985915
1699,0.0095918367346938
4317,-0.0054887218045112
5813,0.0047619047619047
1255,-0.0007142857142857
5541,0.0052597402597402
3714,0.0182550335570469
4916,-0.0049618320610687
2004,0.000328947368421
654,-0.0113740458015267
4089,0.0066141732283464
3658,0.0614383561643835
5663,0.0142405063291139
2137,0.0020261437908496
1329,0.0143037974683544
2637,0.0139189189189189
3967,0.0209909909909909
4384,0.0196268656716417
5484,0.0054615384615384
2758,-0.0017857142857142
4077,-0.0059259259259259
4188,-0.0043010752688172
3743,-0.0043076923076923
3771,0.0105405405405405
5234,0.0096178343949044
2118,0.0428025477707006
4650,0.0036923076923076
4464,0.0231612903225806
3105,0.031
5291,0.0121323529411764
3777,-0.0160483870967741
1982,0.0083647798742138
1047,0.0286206896551724
2420,-0.0141095890410958
109,0.0002484472049689
2764,0.0001030927835051
224,-0.0018181818181818
1428,0.0058426966292134
5259,0.0047872340425531
4729,0.0304878048780487
2864,0.0063087248322147
1564,0.0027272727272727
1,0.0343670886075949
5061,0.0141958041958041
5185,0.0228930817610062
3975,0.0141290322580645
1356,0.0002142857142857
5524,-0.0015454545454545
605,-0.0059259259259259
1269,-0.0048611111111111
4544,0.0214728682170542
2904,0.0163716814159292
5269,-0.0221590909090909
2070,-0.0005732484076433
750,0.0058461538461538
4785,0.008076923076923
4152,-0.0072222222222222
5694,0.0329464285714285
802,-0.0149032258064516
4286,-0.0071317829457364
3711,0.0072222222222222
5713,0.0192592592592592
5167,0.0267549668874172
1545,-0.000603448275862
1821,-0.0085616438356164
507,-0.0060975609756097
3631,-0.0010967741935483
2907,-0.0085314685314685
5741,-0.0206622516556291
4424,-0.0206796116504854
5770,0.0067785234899328
2215,0.0113392857142857
3145,-0.0061654135338345
1324,-0.0206666666666666
5362,0.0279870129870129
5079,0.0056462585034013
5008,0.0155645161290322
4697,0.0310126582278481
1395,-0.002420382165605
70,-0.0033793103448275
5304,0.0215723270440251
3495,-0.0118493150684931
4594,0.0228125
5150,-0.0010759493670886
95,0.0257232704402515
938,-0.0036559139784946
5001,0.00015625
497,0.0063698630136986
1123,-0.0111888111888111
3834,0.0087417218543046
5193,0.0160273972602739
2460,-0.0231764705882352
324,-0.0086718749999999
432,-0.0065486725663716
5350,0.014
258,0.0186301369863013
3955,0.0142857142857142
276,0.0094160583941605
4899,0.0092198581560283
4795,0.0080530973451327
325,0.0216129032258064
3894,0.0199375
5687,0.0122047244094488
2966,-0.0161538461538461
1845,0.0125362318840579
5784,0.0020472440944881
13,0.0281761006289308
11,0.0238853503184713
3591,0.0033613445378151
2484,-0.0154782608695652
5067,0.0259803921568627
3565,-0.0002941176470588
5797,-0.0118978102189781
4834,0.0016981132075471
5615,0.0133774834437086
2911,0.0188356164383561
1769,0.0212666666666666
3655,0.0491946308724832
886,0.0205369127516778
4593,-0.0163333333333333
2539,0.0121656050955414
5316,-0.0087121212121212
2728,0.0446875
2116,0.0302777777777777
1485,-0.0073170731707317
3352,0.0001063829787234
2574,-0.0142201834862385
1065,0.0028481012658227
3514,0.0073134328358208
3141,-0.0100666666666666
4937,-0.027094017094017
1177,-0.0151408450704225
4011,0.0027131782945736
420,0.0128187919463087
2821,0.0012666666666666
3471,-0.0291791044776119
3225,-0.0003649635036496
5481,0.0184768211920529
5274,-0.0017293233082706
4260,0.0090151515151515
2370,0.0001351351351351
926,0.006078431372549
4129,0.0196
253,-0.0108474576271186
1839,0.0135555555555555
1983,0.0109554140127388
1686,0.0049999999999999
4965,-0.00125
745,0.0061146496815286
1907,0.0101234567901234
4521,0.0373456790123456
3126,0.0167320261437908
4772,0.0046478873239436
4859,-0.0062937062937062
2381,0.0123762376237623
4830,0.0311612903225806
2312,0.0106976744186046
1035,0.0398561151079136
2969,-0.0048322147651006
2688,-0.0263
999,0.0005982905982905
1017,0.0069026548672566
1563,0.0126612903225806
2274,-0.0086086956521739
556,0.013525641025641
3679,-0.0050381679389312
481,0.0008387096774193
3181,-0.01496
2940,0.0161073825503355
5777,0.0073571428571428
3193,-0.0048717948717948
126,-0.0175177304964539
5639,-0.008728813559322
66,-0.0041935483870967
3048,0.022945205479452
5467,-0.0238775510204081
3837,-0.0169135802469135
3118,0.0125624999999999
1394,0.0037704918032786
3324,-0.0211811023622047
5115,0.0179674796747967
2207,-0.0066911764705882
2082,0.0414
390,-0.0094230769230769
2150,0.0028318584070796
3986,-0.0222222222222222
3283,0.0001503759398496
1958,-0.0229411764705882
5255,-0.0097122302158273
4948,0.0025925925925925
5522,0.0200675675675675
1241,0.0150467289719626
3411,0.00265625
5250,0.0006603773584905
5159,-0.018095238095238
1940,0.0123134328358208
1763,-0.0016546762589928
3603,0.0158119658119658
4503,-0.0148192771084337
2633,0.0091156462585034
4845,0.0360126582278481
3047,-0.0072527472527472
754,0.0093548387096774
1271,-0.0016521739130434
3830,0.007956204379562
4526,0.0090322580645161
813,-0.002027972027972
2099,-0.0075735294117647
2200,0.0159060402684563
3002,0.0322900763358778
1976,-0.0055084745762711
2206,0.0036184210526315
3430,-0.0073856209150326
5735,0.008019801980198
1850,0.00525
3358,-0.0027102803738317
2712,0.0291558441558441
5466,-0.0130821917808219
715,-0.009108280254777
1184,0.025943396226415
155,0.0293081761006289
5556,0.0085507246376811
1489,-0.0111724137931034
2516,0.0046202531645569
3067,0.0053472222222222
4976,-0.0116666666666666
768,-0.0080821917808219
441,-0.0011475409836065
5596,0.0278
2603,0.0119658119658119
1424,-0.0156190476190476
1776,0.0062585034013605
5213,0.019296875
3500,-0.0068518518518518
3346,0.0315384615384615
5134,-0.0154166666666666
2156,0.0062809917355371
2618,0.0107194244604316
5745,0.0100709219858156
1406,0.0061805555555555
2287,0.0048717948717948
1733,-0.0224786324786324
4774,0.0109774436090225
5098,-0.0149019607843137
2682,-0.0166929133858267
1120,-0.0013392857142857
1482,0.0137086092715231
4115,0.0503246753246753
7,0.0169767441860465
4400,-0.0172185430463576
2949,0.0108219178082191
3429,0.0089516129032258
3645,-0.0048366013071895
2291,-0.0361016949152542
5012,0.0253124999999999
4731,0.0452173913043478
1934,0.017563025210084
4224,0.0156428571428571
4360,0.009225352112676
1077,0.014875
1508,0.0044927536231884
5116,0.009927536231884
4749,0.044025974025974
5441,0.012992700729927
1911,0.0037272727272727
1906,0.0158641975308641
5354,0.0004819277108433
157,0.0335483870967741
1049,0.020188679245283
1506,-0.0123489932885906
1844,0.0161073825503355
2144,0.0105511811023622
2034,0.010632911392405
3143,-0.0083333333333333
3608,-0.0089795918367346
1618,0.0031111111111111
2265,0.0212578616352201
4954,0.0071532846715328
5417,0.0083660130718954
2750,0.0218965517241379
165,-0.0024817518248175
679,-0.0003125
4984,-0.0094871794871794
3272,0.0220915032679738
1523,0.0108759124087591
3039,-0.0072566371681415
5241,0.0292957746478873
5135,0.012037037037037
4622,0.0170945945945945
4591,0.0030215827338129
951,0.0237999999999999
5812,0.0151369863013698
583,-0.0120394736842105
3916,0.0005504587155963
5554,-0.0053398058252427
465,-0.0283443708609271
5284,0.0059740259740259
2890,0.0231067961165048
2329,0.0021323529411764
3910,-0.0130681818181818
4301,0.0090506329113924
1148,0.0013559322033898
3862,0.0141558441558441
2106,0.0131683168316831
294,-0.0135031847133757
5640,0.0173248407643312
4268,0.0345283018867924
534,0.0515894039735099
801,0.0038271604938271
4259,0.0120437956204379
3481,-0.0045535714285714
5194,0.0150632911392405
1956,0.0112765957446808
3669,0.0106666666666666
2731,0.0072222222222222
2085,0.003103448275862
1032,-0.0042391304347826
1081,0.0075483870967741
1028,0.0006122448979591
5788,-0.0176106194690265
4076,-0.012781954887218
4710,-0.0182539682539682
2757,-0.0056565656565656
4519,0.0150318471337579
2848,0.0318867924528301
2071,-0.0058227848101265
4330,0.0154
2240,0.0211111111111111
1551,0.0003636363636363
1673,-0.0062037037037037
4822,-0.0098
214,0.0234782608695652
511,0.0106
496,0.0208633093525179
3474,-0.0073717948717948
731,-0.0043827160493827
4863,0.018258064516129
769,-0.0006299212598425
975,-0.0054482758620689
4994,0.0007586206896551
5591,0.0135185185185185
115,0.024
2475,0.0098571428571428
4198,0.0159574468085106
3421,0.0304109589041095
950,0.0283116883116883
1007,-0.0171264367816091
5707,0.023
5203,0.0059302325581395
1762,-0.0038853503184713
4362,0.015531914893617
249,0.0126213592233009
1515,0.0128481012658227
763,-0.0103896103896103
4250,0.0165408805031446
2354,0.0217333333333333
3798,-0.013
3040,-0.0055414012738853
146,0.013774834437086
149,0.0154487179487179
2718,0.03075
2973,0.0095035460992907
2602,0.0016666666666666
5401,0.0225657894736842
3260,0.0007692307692307
3488,-0.0046363636363636
2835,0.0098611111111111
2108,0.0077118644067796
5049,0.0
5634,0.001863354037267
4355,0.0201307189542483
2701,0.0070860927152317
4838,0.0169565217391304
4289,0.026
4186,-0.0066086956521739
1914,-0.0116149068322981
1860,0.0132075471698113
4148,0.0097037037037037
323,-0.0035624999999999
985,0.000392156862745
2628,-0.0038775510204081
3309,-0.0138524590163934
5502,-0.0041333333333333
3113,0.0031012658227848
855,-0.0034210526315789
221,-0.0032432432432432
755,0.0139130434782608
1111,0.0167272727272727
3745,0.0102777777777777
5369,0.0100787401574803
2211,0.0096478873239436
3223,-0.0014516129032258
2389,0.017828947368421
166,-0.0229838709677419
4420,-0.0235483870967741
1854,-0.0030967741935483
5743,-0.0050657894736842
2310,0.0069230769230769
1566,0.0122222222222222
4875,0.0084166666666666
5303,-0.0136170212765957
426,0.0226056338028169
1061,0.0116666666666666
2028,0.0244871794871794
5220,-0.0122314049586776
5469,-0.01
5027,0.0098245614035087
624,0.0001948051948051
1919,0.010078125
4068,-0.0120661157024793
1737,-0.0211627906976744
2365,0.0197014925373134
321,0.008955223880597
4266,0.0494594594594594
4099,0.006978417266187
1689,0.0066197183098591
2096,0.0084567901234567
3071,-0.0069465648854961
3091,-0.0190441176470588
1614,-0.0110112359550561
5531,-0.0041584158415841
3370,0.0043918918918918
3973,0.0036708860759493
2107,-0.0083464566929133
3338,-0.0062658227848101
1978,0.0004827586206896
4130,0.0144217687074829
329,-0.0063333333333333
860,0.0054838709677419
1816,0.0028125
1218,-0.013
1216,0.017051282051282
4416,-0.0062091503267973
4344,-0.0158695652173913
4787,-0.01525
4536,0.0212121212121212
1401,0.0298148148148148
979,-0.0053284671532846
4391,-0.0009923664122137
3643,-0.0068322981366459
4026,0.0101388888888888
1527,-0.0259420289855072
4677,-0.007719298245614
1901,-0.0094039735099337
2881,0.0079354838709677
5040,-0.0147413793103448
1205,-0.018090909090909
2114,0.0409615384615384
1390,0.0001388888888888
314,-0.0116233766233766
5235,0.0080851063829787
5525,-0.0066141732283464
4140,0.0064052287581699
5644,0.0105844155844155
2903,-0.0093388429752066
4759,0.0273469387755102
5499,-0.0108
4197,0.0278169014084507
2994,-0.0032704402515723
1533,0.0024025974025974
2193,0.0075177304964539
4253,0.029375
5627,0.0113907284768211
3401,-0.0030578512396694
3142,0.0092307692307692
807,-0.00251968503937
4502,0.0216326530612244
154,0.0235
5564,-0.0046610169491525
1185,0.0228387096774193
336,0.0075694444444444
1843,0.01171875
5491,0.005576923076923
836,0.0264705882352941
1785,0.0227927927927927
5782,-0.0077692307692307
733,-0.0159090909090909
1317,0.0140336134453781
927,-0.0072666666666666
5689,0.0298125
1003,0.0126666666666666
2565,-0.0077464788732394
5219,0.0068085106382978
1415,-0.0042201834862385
4740,0.0163694267515923
5142,0.0106172839506172
5196,0.035578231292517
3099,0.0059677419354838
941,0.0189922480620155
1520,0.0164545454545454
1013,-0.0198601398601398
4106,0.0029113924050632
2976,-0.0013245033112582
2563,0.0229285714285714
5022,-0.0064912280701754
3761,0.0064596273291925
1164,-0.0068888888888888
4598,0.0517605633802816
4278,0.01
3670,0.0430864197530864
5351,0.01875
2095,-0.0066049382716049
2374,0.0037062937062937
1822,-0.0064383561643835
4590,-0.0010948905109489
2621,-0.0031914893617021
5122,-0.0104268292682926
3445,0.0116438356164383
1814,-0.0242857142857142
2258,-0.0063888888888888
1943,0.0079113924050632
192,0.0107051282051282
3185,-0.0113157894736842
3439,-0.0027083333333333
92,0.0003225806451612
2826,-0.0106779661016949
4930,-0.004375
4473,0.0275308641975308
1320,0.0159375
1855,-0.0197196261682243
22,0.00109375
1152,0.02175
2887,0.0083193277310924
5464,-0.0058441558441558
1916,-0.0213548387096774
5538,0.0188372093023255
3680,0.0266887417218543
1092,-0.0134810126582278
2031,-0.0136486486486486
641,0.02734375
5302,-0.0246031746031746
3549,0.0267368421052631
3323,-0.0113821138211382
795,0.0171171171171171
4306,-0.0226206896551724
164,-0.0172368421052631
1640,0.0125786163522012
4359,0.0185576923076923
1950,0.0036551724137931
3819,0.0196710526315789
5192,0.0117073170731707
5059,-0.0054109589041095
3343,-0.0074342105263157
2759,0.0028301886792452
5692,0.0076470588235294
5289,0.0016993464052287
3374,-0.0144554455445544
212,0.0329012345679012
5497,-0.0187022900763358
3682,0.0071052631578947
3983,-0.0024460431654676
5345,-0.0005645161290322
3968,0.0236363636363636
418,0.0008609271523178
5442,0.0019867549668874
1233,0.0033333333333333
1627,0.0028125
5338,0.0173426573426573
2302,-0.0056637168141592
1625,-0.0020138888888888
4815,0.0128571428571428
514,-0.0001388888888888
4216,0.0128671328671328
2138,0.000774193548387
3476,0.0083870967741935
635,-7.751937984496124e-05
1955,-0.0030578512396694
3453,-0.0103370786516853
4720,0.0066883116883116
1971,0.0213291139240506
2925,-0.0124509803921568
3615,-0.0189115646258503
5005,0.015
5021,0.0245918367346938
5227,0.0051677852348993
4992,0.0077685950413223
4030,-0.0203968253968253
2035,-0.0057446808510638
2740,-0.0077083333333333
3051,0.0241379310344827
515,0.0005405405405405
2579,0.008731343283582
1417,0.0068852459016393
5568,0.0090697674418604
3852,-0.0095327102803738
2786,0.0139860139860139
2449,-0.00168
295,0.0135114503816793
5083,0.0178260869565217
233,-0.0049367088607594
3638,-0.0143571428571428
5292,0.0006338028169014
3084,-0.0111864406779661
471,0.0317021276595744
2087,0.0075510204081632
5031,-0.0015841584158415
4572,0.0301801801801801
1403,0.0189510489510489
2102,0.0053763440860215
1382,-0.0030656934306569
2817,-0.0121019108280254
5169,0.0168152866242038
1483,0.0091860465116279
5552,0.0208333333333333
4514,0.009922480620155
600,0.0033846153846153
3654,-0.0112820512820512
315,-0.0045569620253164
4733,0.019625
3762,-0.0010625
4361,0.0146153846153846
132,0.0020183486238532
3735,-0.0066233766233766
5285,-0.015
793,0.0183439490445859
5783,-0.0038666666666666
406,0.0258510638297872
2811,0.0222857142857142
2013,-0.0063398692810457
2045,0.0102484472049689
2280,-0.0073195876288659
3926,0.0188356164383561
3793,0.0123478260869565
3684,0.0121935483870967
2256,-0.0126174496644295
1110,0.0035897435897435
5493,-0.0057046979865771
3210,-0.0011764705882352
1349,6.25e-05
598,0.005759493670886
5078,0.0164197530864197
4601,0.0171428571428571
5435,0.0227480916030534
4139,0.0163309352517985
4072,-0.0118181818181818
4404,-0.0019594594594594
1494,-0.0095081967213114
3327,0.0127083333333333
3312,-0.01177304964539
1309,-0.0024161073825503
1191,-0.0070833333333333
2369,0.0107142857142857
4813,0.0059493670886075
3469,0.0015032679738562
1311,0.0046103896103896
2459,-0.0235483870967741
3256,0.0087121212121212
2566,-0.0189928057553956
1228,0.007
135,0.0073717948717948
3173,0.0030872483221476
2194,0.0285820895522388
3988,-0.0119444444444444
5706,0.0381333333333333
4434,0.002111801242236
3157,0.0138732394366197
1824,0.0187820512820512
2664,-0.0042038216560509
2252,-0.0027210884353741
2667,0.0107894736842105
3546,0.0115929203539823
1899,0.002429906542056
4956,-0.0248039215686274
3085,-0.0208064516129032
1951,-0.017027027027027
3899,0.0063636363636363
1149,0.011640625
3318,0.0096039603960396
2090,-0.0061688311688311
4047,0.0104761904761904
3805,-0.0084328358208955
4895,0.0332903225806451
4606,-0.0018709677419354
3295,-0.012
1682,0.0146296296296296
2958,-0.0180141843971631
3756,0.0291025641025641
4252,0.0138815789473684
2018,0.0054629629629629
5444,0.0032432432432432
396,0.0099328859060402
4452,0.0229032258064516
1999,0.0013043478260869
4826,0.007828947368421
1488,0.0062878787878787
4866,0.0170469798657718
4626,0.017125
5666,0.0102857142857142
5718,0.0093918918918918
561,-0.001171875
1972,0.0027329192546583
2501,0.0135403726708074
3571,0.0254375
5146,0.0209876543209876
2773,0.0204794520547945
32,-0.0004477611940298
2079,-0.0097560975609756
104,0.022919708029197
4732,0.0248765432098765
3766,-0.0055194805194805
4381,0.018
5402,0.0152083333333333
3049,0.0085806451612903
5646,0.0123577235772357
5244,0.02841059602649
4865,0.0227631578947368
5359,0.0035877862595419
2832,-8.547008547008547e-05
1965,0.0128846153846153
1067,0.0048407643312101
2792,-0.02099173553719
213,0.020754716981132
4110,0.0093918918918918
271,0.0025510204081632
1753,-0.0004651162790697
1678,-0.0074489795918367
4285,0.0077631578947368
273,0.0315483870967741
4230,0.0009740259740259
1512,0.002156862745098
3933,0.007070707070707
5758,-0.0035624999999999
2801,0.0106410256410256
2178,0.0043362831858407
4146,0.0255147058823529
3341,-0.0035433070866141
3484,0.011081081081081
3216,0.0289024390243902
2313,0.0114159292035398
4058,-0.0097163120567375
585,0.040506329113924
1628,0.0116233766233766
2299,-0.0026896551724137
4760,0.0022222222222222
2323,0.0049305555555555
1338,-0.0031654676258992
3524,-0.0104545454545454
883,0.0123703703703703
1210,0.0019444444444444
5488,-0.006774193548387
620,0.0046323529411764
4673,0.0128481012658227
4855,-0.0105
2733,0.0370802919708029
4660,0.0190196078431372
520,0.0429931972789115
1127,0.0455102040816326
4485,-0.0024223602484472
5044,0.0041304347826086
3818,-0.0188461538461538
3687,-0.0059016393442622
5587,-0.0249645390070922
4804,0.00448
4193,0.0249180327868852
882,0.0271698113207547
1051,0.0179617834394904
5769,0.0248031496062992
5174,-0.0095333333333333
3330,-0.0033552631578947
5406,-0.0057142857142857
3298,-0.0057971014492753
171,-0.0070542635658914
3706,-0.0064615384615384
1879,-0.0001980198019801
1648,-0.0048039215686274
1583,-0.0102962962962962
4016,0.0055102040816326
5518,0.0348550724637681
4736,0.0242857142857142
5595,0.0128662420382165
30,0.0160176991150442
1000,0.0180281690140845
2951,0.0173949579831932
3765,-0.0018589743589743
2275,0.0106603773584905
1400,0.0084868421052631
4438,-0.0089032258064516
1635,0.0197333333333333
518,0.0430434782608695
3328,0.0124050632911392
4641,-0.0080921052631578
4849,0.0180891719745222
1517,0.0054966887417218
289,0.0036305732484076
5034,0.0148275862068965
586,0.0120645161290322
4103,0.0114556962025316
1591,0.0381528662420382
5409,-0.0009629629629629
5645,0.014516129032258
117,-0.0159541984732824
1353,0.0246308724832214
52,0.0139751552795031
5256,-0.0065131578947368
2871,0.0055813953488372
4357,0.0125806451612903
943,0.0146794871794871
3119,0.0053205128205128
163,-0.0109868421052631
3844,0.0020529801324503
1924,-0.0067785234899328
1129,0.0397101449275362
5273,-0.0095555555555555
5026,0.0166019417475728
4020,-0.0046341463414634
4636,0.0014953271028037
4021,0.0004032258064516
930,0.0289102564102564
5636,-0.0052597402597402
5437,0.0422535211267605
3823,0.007007874015748
2683,-0.0100724637681159
629,0.0235031847133757
4794,0.0018666666666666
4041,0.0349685534591194
3517,0.007516339869281
4798,0.0183850931677018
1118,-0.0161486486486486
3288,0.0046153846153846
3537,0.0048965517241379
5099,-0.0012666666666666
5468,-0.0010687022900763
5750,-0.0046308724832214
4752,0.0445333333333333
3472,0.0168456375838926
356,-0.0068
832,0.0321739130434782
3832,-0.0041
5339,0.0160130718954248
218,0.0099206349206349
141,-0.0042857142857142
3123,0.0172649572649572
2404,0.015
3791,0.0108029197080291
5420,0.0031410256410256
1259,0.0048623853211009
729,-0.0047058823529411
4879,0.0124691358024691
5691,0.0049044585987261
1538,0.001917808219178
5548,0.0183870967741935
4707,0.0074074074074074
3900,0.0002797202797202
1131,0.0403030303030303
781,0.0050632911392405
3220,0.0028472222222222
3422,0.0187898089171974
1026,-0.0022077922077922
3386,0.0021472392638036
243,-0.0008450704225352
5605,0.0073684210526315
4124,0.0061344537815126
5730,0.0372549019607843
500,0.0084552845528455
4922,-0.0067096774193548
4374,-0.0117532467532467
4327,-0.0169924812030075
5810,0.0212738853503184
777,-0.0089610389610389
4251,0.0047260273972602
1804,-0.0058878504672897
144,-0.005045871559633
3651,-0.0043689320388349
1287,0.0049655172413793
4910,0.0014399999999999
